path,phase,required,owner,status,revision,sha256,consumes,evidence_ids,confidentiality,produced_by,verified_by,verification_id,verification_event_id,provenance_event_id,schema_id,schema_revision,semantic_type,na_policy_code,na_reason_code,verifier_registry_id,signing_key_id,updated_at,notes
01-novelty/candidate-portfolio.md,NOVELTY_AUDIT,true,root-integration-owner,STALE,6,30004af531d1279777713be03a45aa7e89f46f0f6de5e6333944cbe07c204da3,01-novelty/novelty-matrix.csv|01-novelty/causal-model.mmd,C001,UNRESOLVED,root-integration-owner,,,,,S4::01_novelty_candidate_portfolio_md,1,generic,GENERIC,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
02-feasibility/feasibility-report.md,FEASIBILITY_GATE,true,root-integration-owner,STALE,7,0d607d5bb182d0a4f8096c15df57fc004d16b27521b7be756d87c1a37c73ada5,01-novelty/novelty-matrix.csv|01-novelty/candidate-portfolio.md|02-feasibility/solution-viability-case.md|02-feasibility/evidence-maturity-ladder.csv,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,,,S4::02_feasibility_feasibility_report_md,1,generic,GENERIC,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
02-feasibility/risk-register.csv,FEASIBILITY_GATE,true,root-integration-owner,STALE,7,e21a03e8049bbe379d34209534fa7b9675e09c3801b90b3f505c4761e7992928,02-feasibility/feasibility-report.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,,,S4::02_feasibility_risk_register_csv,1,generic,GENERIC,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
02-feasibility/progression-criteria.csv,FEASIBILITY_GATE,true,chronosaudit_feasibility_science,STALE,7,781765af65733f7f30653cda792c9e750009f6ea5af19a3496b0e3000c5dfc04,02-feasibility/feasibility-report.md|02-feasibility/risk-register.csv,FEAS-PILOT-C2,UNRESOLVED,root-integration-owner,,,,,S4::02_feasibility_progression_criteria_csv,1,generic,GENERIC,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
02-feasibility/pilot-plan.md,FEASIBILITY_GATE,false,root-integration-owner,STALE,8,fecfc4e9197ad09c3b4a934aaf665f540a554af8c1b939e0b4b528023656dbbe,02-feasibility/feasibility-report.md|02-feasibility/progression-criteria.csv,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,,,S4::02_feasibility_pilot_plan_md,1,pilot_artifact,PILOT_REQUIRED_ONLY_AFTER_PILOT_FIRST,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
02-feasibility/pilot-results.md,FEASIBILITY_GATE,false,root-integration-owner,STALE,7,05d80ac666f706ea26611edc6ecf193bfc23882ab127a006aae78f1943d7ce41,02-feasibility/pilot-plan.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,,,S4::02_feasibility_pilot_results_md,1,pilot_artifact,PILOT_REQUIRED_ONLY_AFTER_PILOT_FIRST,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
03-design/protocol.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,02-feasibility/feasibility-report.md|02-feasibility/progression-criteria.csv,,UNRESOLVED,,,,,,S4::03_design_protocol_md,1,generic,GENERIC,,,,,
03-design/analysis-plan.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,03-design/protocol.md,,UNRESOLVED,,,,,,S4::03_design_analysis_plan_md,1,generic,GENERIC,,,,,
03-design/power-or-precision.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/analysis-plan.md,,UNRESOLVED,,,,,,S4::03_design_power_or_precision_md,1,generic,GENERIC,,,,,
03-design/preregistration-and-deviations.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/analysis-plan.md,,UNRESOLVED,,,,,,S4::03_design_preregistration_and_deviations_md,1,generic,GENERIC,,,,,
04-data/provenance-manifest.csv,AUTHORIZED_EXECUTION,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/preregistration-and-deviations.md,,UNRESOLVED,,,,,,S4::04_data_provenance_manifest_csv,1,generic,GENERIC,,,,,
05-analysis/results/exploratory-findings.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv,,UNRESOLVED,,,,,,S4::05_analysis_results_exploratory_findings_csv,1,generic,GENERIC,,,,,
05-analysis/results/primary-results.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv|04-data/evidence-status.csv|03-design/analysis-plan.md,,UNRESOLVED,,,,,,S4::05_analysis_results_primary_results_csv,1,primary_results,PRIMARY_RESULTS_REQUIRED,,,,,
05-analysis/results/robustness-and-boundaries.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,,S4::05_analysis_results_robustness_and_boundaries_csv,1,generic,GENERIC,,,,,
05-analysis/results/negative-findings.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,,S4::05_analysis_results_negative_findings_csv,1,generic,GENERIC,,,,,
05-analysis/external-validation/protocol.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,,S4::05_analysis_external_validation_protocol_md,1,external_validation,EXTERNAL_VALIDATION_SCOPE,,,,,
05-analysis/external-validation/results.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/external-validation/protocol.md|04-data/provenance-manifest.csv,,UNRESOLVED,,,,,,S4::05_analysis_external_validation_results_csv,1,external_validation,EXTERNAL_VALIDATION_SCOPE,,,,,
05-analysis/external-validation/real-world-validation-report.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/external-validation/results.csv|05-analysis/results/robustness-and-boundaries.csv,,UNRESOLVED,,,,,,S4::05_analysis_external_validation_real_world_validation_report_md,1,external_validation,EXTERNAL_VALIDATION_SCOPE,,,,,
05-analysis/external-validation/challenge.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/external-validation/real-world-validation-report.md,,UNRESOLVED,,,,,,S4::05_analysis_external_validation_challenge_md,1,generic,GENERIC,,,,,
05-analysis/reproducibility-report.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,03-design/analysis-plan.md|04-data/provenance-manifest.csv|05-analysis/results/exploratory-findings.csv|05-analysis/results/primary-results.csv|05-analysis/external-validation/challenge.md,,UNRESOLVED,,,,,,S4::05_analysis_reproducibility_report_md,1,generic,GENERIC,,,,,
06-visuals/tables/t2-proposed-vs-baselines.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,01-novelty/novelty-matrix.csv|05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,,S4::06_visuals_tables_t2_proposed_vs_baselines_csv,1,generic,GENERIC,,,,,
06-visuals/tables/t3-data-or-conditions.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv,,UNRESOLVED,,,,,,S4::06_visuals_tables_t3_data_or_conditions_csv,1,generic,GENERIC,,,,,
06-visuals/tables/t5-ablation-or-mechanism.csv,ANALYSIS,false,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,,S4::06_visuals_tables_t5_ablation_or_mechanism_csv,1,generic,GENERIC,,,,,
06-visuals/tables/t7-real-world-feasibility.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,02-feasibility/feasibility-report.md|05-analysis/results/primary-results.csv|05-analysis/external-validation/real-world-validation-report.md,,UNRESOLVED,,,,,,S4::06_visuals_tables_t7_real_world_feasibility_csv,1,generic,GENERIC,,,,,
06-visuals/visual-ledger.csv,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,,S4::06_visuals_visual_ledger_csv,1,generic,GENERIC,,,,,
06-visuals/figures/figure-manifest.csv,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv|06-visuals/visual-ledger.csv,,UNRESOLVED,,,,,,S4::06_visuals_figures_figure_manifest_csv,1,generic,GENERIC,,,,,
06-visuals/diagrams/architecture.mmd,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/causal-model.mmd|03-design/protocol.md,,UNRESOLVED,,,,,,S4::06_visuals_diagrams_architecture_mmd,1,generic,GENERIC,,,,,
06-visuals/diagrams/workflow.mmd,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|04-data/provenance-manifest.csv,,UNRESOLVED,,,,,,S4::06_visuals_diagrams_workflow_mmd,1,generic,GENERIC,,,,,
06-visuals/schematics/conceptual-schematic-source.md,MANUSCRIPT,false,UNASSIGNED,MISSING,0,,01-novelty/causal-model.mmd,,UNRESOLVED,,,,,,S4::06_visuals_schematics_conceptual_schematic_source_md,1,generic,GENERIC,,,,,
06-visuals/images/image-provenance.csv,MANUSCRIPT,false,UNASSIGNED,MISSING,0,,06-visuals/visual-ledger.csv,,UNRESOLVED,,,,,,S4::06_visuals_images_image_provenance_csv,1,image_provenance,NO_IMAGES_NO_PROVENANCE,,,,,
07-manuscript/manuscript.md,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/novelty-matrix.csv|03-design/protocol.md|05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,,S4::07_manuscript_manuscript_md,1,generic,GENERIC,,,,,
07-manuscript/claim-evidence-matrix.csv,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/evidence-ledger.csv|05-analysis/results/primary-results.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::07_manuscript_claim_evidence_matrix_csv,1,claim_evidence_matrix,CLAIM_LINK_REQUIRED,,,,,
07-manuscript/source-manifest.json,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/evidence-ledger.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::07_manuscript_source_manifest_json,1,generic,GENERIC,,,,,
08-validation/reviews/editor.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|07-manuscript/claim-evidence-matrix.csv,,UNRESOLVED,,,,,,S4::08_validation_reviews_editor_md,1,generic,GENERIC,,,,,
08-validation/reviews/novelty-domain.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,01-novelty/novelty-matrix.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::08_validation_reviews_novelty_domain_md,1,generic,GENERIC,,,,,
08-validation/reviews/methods-statistics.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/analysis-plan.md|05-analysis/results/primary-results.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::08_validation_reviews_methods_statistics_md,1,generic,GENERIC,,,,,
08-validation/reviews/real-world-ethics.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,02-feasibility/feasibility-report.md|06-visuals/tables/t7-real-world-feasibility.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::08_validation_reviews_real_world_ethics_md,1,generic,GENERIC,,,,,
08-validation/reviews/visual-reproducibility.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv|06-visuals/visual-ledger.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::08_validation_reviews_visual_reproducibility_md,1,generic,GENERIC,,,,,
08-validation/reviews/clarity-coherence.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|06-visuals/visual-ledger.csv,,UNRESOLVED,,,,,,S4::08_validation_reviews_clarity_coherence_md,1,generic,GENERIC,,,,,
08-validation/killer-question-ledger.csv,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,08-validation/reviews/editor.md|08-validation/reviews/novelty-domain.md|08-validation/reviews/methods-statistics.md|08-validation/reviews/real-world-ethics.md|08-validation/reviews/visual-reproducibility.md|08-validation/reviews/clarity-coherence.md|08-validation/postdoctoral-standards-audit.md,,UNRESOLVED,,,,,,S4::08_validation_killer_question_ledger_csv,1,killer_question_ledger,KILLER_QUESTIONS_REQUIRED,,,,,
08-validation/remediation-log.csv,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,08-validation/killer-question-ledger.csv,,UNRESOLVED,,,,,,S4::08_validation_remediation_log_csv,1,generic,GENERIC,,,,,
09-submission/venue-rules.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|09-submission/venue-portfolio.csv,,UNRESOLVED,,,,,,S4::09_submission_venue_rules_md,1,generic,GENERIC,,,,,
09-submission/reporting-checklist.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,09-submission/venue-rules.md|07-manuscript/manuscript.md,,UNRESOLVED,,,,,,S4::09_submission_reporting_checklist_md,1,generic,GENERIC,,,,,
09-submission/submission-audit.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,09-submission/venue-rules.md|09-submission/reporting-checklist.md|08-validation/remediation-log.csv,,UNRESOLVED,,,,,,S4::09_submission_submission_audit_md,1,generic,GENERIC,,,,,
09-submission/human-approval.md,HUMAN_APPROVAL,true,UNASSIGNED,MISSING,0,,09-submission/submission-audit.md|09-submission/acceptance-readiness.md,,UNRESOLVED,,,,,,S4::09_submission_human_approval_md,1,generic,GENERIC,,,,,
01-novelty/novelty-claim-specification.md,NOVELTY_AUDIT,true,root-integration-owner,STALE,3,7a073ad97300a9ec8bcf4fa528951799aaa3828e8970b2e9893011826486de91,01-novelty/problem-investigation.md,C001,UNRESOLVED,root-integration-owner,,,,,S4::01_novelty_novelty_claim_specification_md,1,generic,GENERIC,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
01-novelty/search-coverage.csv,NOVELTY_AUDIT,true,root-integration-owner,STALE,6,b882f0afa6beaaefe0d2d7cc088a569a26f310d04f403d2c76a374755bcb2be0,01-novelty/novelty-claim-specification.md|01-novelty/search-protocol.md,C001,UNRESOLVED,root-integration-owner,,,,,S4::01_novelty_search_coverage_csv,1,generic,GENERIC,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
01-novelty/independent-search-challenge.md,NOVELTY_AUDIT,true,prior_art_search_challenge,STALE,3,d73eb3f3ad641c4323ceb59809c791669e153ce0267d39af05ab6e55432dc5b0,01-novelty/novelty-claim-specification.md|01-novelty/search-coverage.csv|01-novelty/evidence-ledger.csv,C001,UNRESOLVED,/root/chronosaudit_attempt8_exact_match_search,,,,,S4::01_novelty_independent_search_challenge_md,1,generic,GENERIC,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
02-feasibility/solution-viability-case.md,FEASIBILITY_GATE,true,root-integration-owner,STALE,3,50b4a61213d114aef15b7c3aafea0ac8d38d47bbb8e4fe014736f5b4d61dab27,01-novelty/novelty-matrix.csv|01-novelty/candidate-portfolio.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,,,S4::02_feasibility_solution_viability_case_md,1,solution_viability_case,DOCUMENTED_EXCEPTION,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
02-feasibility/evidence-maturity-ladder.csv,FEASIBILITY_GATE,true,root-integration-owner,STALE,3,473ddac9a100d1550ddd1f1602fc2c32073a0069b9c226ad3bd4a77b0ba9b440,02-feasibility/solution-viability-case.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,,,S4::02_feasibility_evidence_maturity_ladder_csv,1,evidence_maturity_ladder,DOCUMENTED_EXCEPTION,,,,2026-08-01T21:16:21Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-8 validly reframed C001 as a joint capability-survival measurement contribution and recovered no equivalent single predecessor, but the independently owned bounded audit failed its frozen reconstruction contract: query-level UTC/count/screened/retained/exclusion fields were missing, FinSurvival was unrecovered, one closest-work traversal and patent coverage were incomplete, and the pre-ledger freeze was not timestamped. Strong component precedents and obvious-recombination risk therefore remain. The prespecified stop rule prohibits another autonomous retry under this authorization."
04-data/evidence-status.csv,AUTHORIZED_EXECUTION,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv|03-design/protocol.md,,UNRESOLVED,,,,,,S4::04_data_evidence_status_csv,1,evidence_status,DOCUMENTED_EXCEPTION,,,,,Future-phase artifact added by schema-v2 assurance migration.
