case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,population_role,replaced_parent_slot_case_id,parent_envelope_path,parent_envelope_sha256,parent_case_artifact_path,parent_case_artifact_sha256,candidate_envelope_path,candidate_envelope_sha256,historical_envelope_path,historical_envelope_sha256,replacement_selection_rank,replacement_order_rule,replacement_source_sha256,replacement_readme_sha256,replacement_incident_block,replacement_exploit_tx_hash,candidate_id,source_case_id,source_artifact_path,source_artifact_sha256,deployment_time,prediction_cutoff_time,code_size,proxy_status,source_verified_at_cutoff,identity_group,clone_family,proxy_family,protocol_family,mechanism_family,follow_up_horizon,positive_record_sha256,case_artifact_sha256,strict_snapshot_sha256,deployment_time_resolution,prediction_cutoff_time_resolution,code_size_resolution,proxy_resolution,source_verified_at_cutoff_resolution,identity_group_resolution,clone_family_resolution,protocol_family_resolution,mechanism_family_resolution,follow_up_horizon_resolution
sheepfarm,defihacklabs,bsc,23088156,0x4726010da871f4b57b5031e3ea48bde961f122aa,,ca2-87e3cee3e857278adb8f,2022-11-16,SheepFarm,No input validation,src/test/2022-11/SheepFarm_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,d355bf4da91ccdca71ac0b806670a9370d6a0f42380c325a563cb042fcc58b1a,"[""https://twitter.com/AnciliaInc/status/1592658104394473472"", ""https://twitter.com/BlockSecTeam/status/1592734292727455744""]",[],~1BNB,exact_contract_basename,True,True,,,2022-11-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-87e3cee3e857278adb8f.json,eebdf2892c29845602f4efb678e6dacae85bb2d9efb2817548ad2ee3cd0eb001,cases/ca2-87e3cee3e857278adb8f.json,3c711450f019f8f82de9f869d9a4ee28e8314210886e9747a046605de30a0f6e,,,,,,,,,,,,ca2-87e3cee3e857278adb8f,cases/ca2-87e3cee3e857278adb8f.json,3c711450f019f8f82de9f869d9a4ee28e8314210886e9747a046605de30a0f6e,2022-11-09T10:38:06Z,2022-11-10T10:38:07Z,12922,,,56:0x4726010da871f4b57b5031e3ea48bde961f122aa,d4673b20980393bf9154b0ddc804257e26884510de5f120652fdabfb323d082a,,,,,5e6ef6e3b56707ebcade2eddc11573e632fa536458698e7f5b17b43484ed5dfa,f0ae0d7595c25eaebca8e72329966c4b8196ff044a4624282e3b996fc390cfb5,8ef37b3ca2405509ca2270b5dc2bc0e0095b61aedcf4ddf752e8699c5498b621,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
uearnpool,defihacklabs,bsc,23120167,0x02d841b976298dcd37ed6cc59f75d9dd39a3690c,,ca2-cd8110008dfe201e0222,2022-11-17,UEarnPool,FlashLoan Attack,src/test/2022-11/UEarnPool_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,59ef8f9e7fdcb10ddc15b1131e38f7cb854372e605a7e49b8de66d2a4821436e,"[""https://twitter.com/CertiKAlert/status/1593094922160128000""]",[],$24k,exact_contract_basename,True,True,,,2022-11-17,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-cd8110008dfe201e0222.json,ebca022410f91523fd37354ee1ac967dfb9d504b87e17c4b85128b7acf220284,cases/ca2-cd8110008dfe201e0222.json,2c697189de0a04fa58931392f45fda0ce00be6da1e7e368a95424e7defbdf7cf,,,,,,,,,,,,ca2-cd8110008dfe201e0222,cases/ca2-cd8110008dfe201e0222.json,2c697189de0a04fa58931392f45fda0ce00be6da1e7e368a95424e7defbdf7cf,2022-09-17T03:28:45Z,2022-09-18T03:28:47Z,9985,,,56:0x02d841b976298dcd37ed6cc59f75d9dd39a3690c,b81dee880506ecb9f38abdb7a97d2f5b1ab0329b76565c17fc88dc479a404140,,,,,25fa63b42c797aaf2e071a520165f81c7e790a6d9e8ec097004e1ea652131a15,6c64a4f4a5c5934928f09febe0ba6d4f3e2730644a93141fb8920924d59a346e,bacaa3b78afe6e49f108bc04533da030a77a67611b5f5f699d4fa5fcea4cbc4e,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
jay,defihacklabs,ethereum,16288199,0xf2919d1d80aff2940274014bef534f7791906ff2,,ca2-3d7964746397bc97e185,2022-12-29,JAY,Insufficient validation + Reentrancy,src/test/2022-12/JAY_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,db1386515f5590d05f7541d5408962e432cf7a36b642148c7d48db338e720977,"[""https://twitter.com/BlockSecTeam/status/1608372475225866240""]",[],~15.32 ETH,exact_contract_basename,True,True,,,2022-12-29,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-3d7964746397bc97e185.json,f77118de9c34e0c2656ebaff7d2c85d14dc381428b05becd5e2177495c767a52,cases/ca2-3d7964746397bc97e185.json,38daaa5a7f3cd4cc2337cf7d856576e64b0442a5a46101b0623e5ccab92283f6,,,,,,,,,,,,ca2-3d7964746397bc97e185,cases/ca2-3d7964746397bc97e185.json,38daaa5a7f3cd4cc2337cf7d856576e64b0442a5a46101b0623e5ccab92283f6,2022-07-18T23:47:59Z,2022-07-19T23:48:00Z,15740,,,1:0xf2919d1d80aff2940274014bef534f7791906ff2,63c2350333502d009d222896d055539de3295ac7e2a7817c1ab5d9450f69f97a,,,,,76dc43fa0afb172d07fca0bf0815b80f685e578b6e9f2553286897fd9cabf862,a8427802ac866fefccfe60610270e5b377dc706e5b6c0a295c69e4bf6fc79aa2,1e2537292ea6a0cef075747ce00075891f85ef587285fe49374e984b714a4ad0,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
dfs,defihacklabs,bsc,24349821,0x2b806e6d78d8111dd09c58943b9855910bade005,,ca2-e488b8f22881b9feaedd,2022-12-30,DFS,Insufficient validation + flashloan,src/test/2022-12/DFS_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,e765f32ba2f1e0a49a1197f2d14f219e54cc1ed2553a8e4fcb4837bb18023780,"[""https://twitter.com/CertiKAlert/status/1608788290785665024""]",[],$1450,exact_contract_basename,True,True,,,2022-12-30,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-e488b8f22881b9feaedd.json,041aa6722eb489414498ddec2979f253c751f548ae0e5f8ed176a3fbbb693de2,cases/ca2-e488b8f22881b9feaedd.json,10f1b021bfacdb6d4fb41ac2ce172724c0ed54f781b570e1376cb81b050f4dbf,,,,,,,,,,,,ca2-e488b8f22881b9feaedd,cases/ca2-e488b8f22881b9feaedd.json,10f1b021bfacdb6d4fb41ac2ce172724c0ed54f781b570e1376cb81b050f4dbf,2022-12-09T12:31:23Z,2022-12-10T12:31:23Z,7097,,,56:0x2b806e6d78d8111dd09c58943b9855910bade005,8150d5610cacf677a7ca9de0ce8b6808c66305b7c902bd73ebb6477499f476fe,,,,,ead8d194053fefdf9a751297c9d80d4e7ef6cc4b4ce1311288ef60d9c920edf9,f2d8c5403edd51e82d4592212f3e165476142dddad1c8b247b59063ae9c12319,0b1fd75f115025dfe406c4069fe4772a8c037ffee6f3734201ed3a9668ca793a,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
bgld,defihacklabs,bsc,23844529,0xe445654f3797c5ee36406dbe88fbaa0dfbddb2bb,,ca2-d0b1ccc1d33cfcce8cbb,2022-12-12,BGLD (Deflationary token),FlashLoan price manipulation,src/test/2022-12/BGLD_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,b4331ab675cd1aeda7e8523c81fb680ad14fb0ca68b8ac43567239d25d99bd1a,"[""https://twitter.com/BlockSecTeam/status/1602335214356660225""]",[],$18k,exact_contract_basename,True,True,,,2022-12-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-d0b1ccc1d33cfcce8cbb.json,e2d2ad53d44f0b6ce8fdc49693281662af6f61c6119a875417f13e7ebc47d1aa,cases/ca2-d0b1ccc1d33cfcce8cbb.json,fd4ae2a0ab9f9a8cf125345153c42de2dde6999b80c69a3157b7139c3349836f,,,,,,,,,,,,ca2-d0b1ccc1d33cfcce8cbb,cases/ca2-d0b1ccc1d33cfcce8cbb.json,fd4ae2a0ab9f9a8cf125345153c42de2dde6999b80c69a3157b7139c3349836f,2022-11-23T23:02:59Z,2022-11-24T23:02:59Z,680,EIP1967_PROXY,,56:0xe445654f3797c5ee36406dbe88fbaa0dfbddb2bb,84e7a6afa887fbbeb6e3f47787557013527ae55ecb826b21e3886311bb061341,eip1967:0xfdded988f34d9fd2f8d79234b145be104a913dec,,,,3b5d38915e7ff025246a13774b460dbca3eced2806a75bc3a76a9e68e82c066a,d23c2ba961badde0188218c430b5fc59f8e4bfe60dfdd60f9ef85b325ed84da7,7905ce15d12f0e59e2aea28a34f0d007f9da7b1695b4bddb8653e86928a4c43e,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,VERIFIED_STANDARD_PROXY,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
rubic,defihacklabs,ethereum,16260580,0x3335a88bb18fd3b6824b59af62b50ce494143333,,ca2-4ab53dc147bf1894e356,2022-12-25,Rubic,Arbitrary External Call Vulnerability,src/test/2022-12/Rubic_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,da04e68c0f4514a328d8599802a7ac32ff9f8f776a7cd9d7234b41de7ff62a3c,"[""https://twitter.com/BlockSecTeam/status/1606993118901198849"", ""https://twitter.com/peckshield/status/1606937055761952770""]",[],$1.5M,exact_contract_basename,True,True,,,2022-12-25,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-4ab53dc147bf1894e356.json,2393a2c03aa62410407fd49a0655227367dcd876e27f2ac9064a4bd03056d493,cases/ca2-4ab53dc147bf1894e356.json,c305ee1fb8fd62ed92df36af631da02961c3a78172ff9e3124d5d81c58bb9f59,,,,,,,,,,,,ca2-4ab53dc147bf1894e356,cases/ca2-4ab53dc147bf1894e356.json,c305ee1fb8fd62ed92df36af631da02961c3a78172ff9e3124d5d81c58bb9f59,2022-08-23T09:45:23Z,2022-08-24T09:45:25Z,14070,,,1:0x3335a88bb18fd3b6824b59af62b50ce494143333,92637db4736a3ab38d6dd5d942dedcf8147e5a6708c2fba6b81da07eb3296d8f,,,,,d5c73a130dd3587b9ac33316788289ed828d560777feaf3ab7b8f7f91da114f0,83e94db113671d1fc85d6d7ad8e72141f04b50b7fc28916356b8bfaf8c07d467,19ff883ef6e4c186da0923bf72004baf08139cf7e920ca04777f76b4664b5a78,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
tifi,defihacklabs,bsc,23778726,0x8a6f7834a9d60090668f5db33fec353a7fb4704b,,ca2-11258a259a94c2ae2ec5,2022-12-10,TIFIToken,FlashLoan price manipulation,src/test/2022-12/TIFI_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,7f82c3b22f877b29e73579743e56feb968524e2feba88c81bc4782f118d40a27,"[""https://twitter.com/peckshield/status/1601492605535399936""]",[],87 WBNB,exact_contract_basename,True,True,,,2022-12-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-11258a259a94c2ae2ec5.json,777cb40c8565a0b9e684c628617a4eddf11d31e9da0865e5ec5da4fa0c5832a4,cases/ca2-11258a259a94c2ae2ec5.json,be280b049a2716be391e0eba09d52a31fa35132471001d17c4952209ee212197,,,,,,,,,,,,ca2-11258a259a94c2ae2ec5,cases/ca2-11258a259a94c2ae2ec5.json,be280b049a2716be391e0eba09d52a31fa35132471001d17c4952209ee212197,2022-11-12T06:02:56Z,2022-11-13T06:02:57Z,15319,,,56:0x8a6f7834a9d60090668f5db33fec353a7fb4704b,f6ad37be6e737ca8563a43122bfb26da044b509b99227ca370bbe438bdb864f4,,,,,1ae5bf8503e51e6f0a38d600365d49ee62ddd6fda1f10d3acff31018d0d43930,8effe7774af5017c3faf36b46528b6bf80ba0d2fb2db90a0a29c74ec56e3e2b1,cd62ef8a81cc34a58348c3e04a64bb2364e793029063484206c1f38c7116f22b,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
NGP,defihacklabs-temporal-replacement-finalization,bsc,61515895,0xd2f26200cd524db097cf4ab7cc2e5c38ab6ae5c9,,ca2-b5392852b27dc3299291,2025-09-18,NGP,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,a5e68fd1242c101883c3b4c9fd07660761a384345bdf1f7d50be037d4103a7a6,fb1c984a75c4a0812064d78a9183498d5ef7111a7ed6f0632e0a4a3b02dd1ab3,[],"[""0xc2066e0dff1a8a042057387d7356ad7ced76ab90904baa1e0b5ecbc2434df8e1""]",,frozen_chain_global_order_finalization,True,True,60396646,60511834,61515895,,bdb483d558280468d740587d29f54053e32a2c6a9f28e79822f7da0c4c000be4,,replacement_candidate_selected,[],replacement,ca2-7a7cf3302259e6efdd08,cases/ca2-7a7cf3302259e6efdd08.json,21d4fa5d1139c744ec3ae36f682f03b50576dcadf3b93bc330266643264a06d2,,,cases/ca2r-355cc8136e6146456061.json,f096ed473096d73b4f950953ac57664a95c75af29f11e431b6bdfc1fcd8dc4d3,historical_cases/ca2r-355cc8136e6146456061/ca2r-355cc8136e6146456061.json,1fae2c39686e3ec1e05ae005503037d8486c99e146e31d1993430503d7923cd2,19,first_eligible_unique_from_frozen_chain_global_order,a5e68fd1242c101883c3b4c9fd07660761a384345bdf1f7d50be037d4103a7a6,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,61515895,0xc2066e0dff1a8a042057387d7356ad7ced76ab90904baa1e0b5ecbc2434df8e1,ca2r-355cc8136e6146456061,ca2r-355cc8136e6146456061,historical_cases/ca2r-355cc8136e6146456061/ca2r-355cc8136e6146456061.json,1fae2c39686e3ec1e05ae005503037d8486c99e146e31d1993430503d7923cd2,2025-09-08T01:47:01Z,2025-09-09T01:47:01Z,9559,,,56:0xd2f26200cd524db097cf4ab7cc2e5c38ab6ae5c9,96101a3e50c76a6e0ccf12eaad4a1359b4e829631fc7c9afe307e414509589af,,,,,0dedbd41dd3950494c0953e493a3a98942239d7960c35cd3fe28f9b5d00d1cd4,4bb95b90a55e8be2e2964edb803fc1bd1b65dd02e88cd9762a641afdf2fc3633,b6afe4f345e679c33718dfa160455a3a056f17b791f08ad2e5105091ec3a6652,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
xcarnival,defihacklabs,ethereum,15028846,0x39360ac1239a0b98cb8076d4135d0f72b7fd9909,,ca2-bf6bdd3510f2428b0575,2022-06-26,XCarnival,Infinite Number of Loans,src/test/2022-06/XCarnival_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,88bf3e75a8bcebe33c14479d0616c9df90bd72e57b5190dbd7b85c8d5de477d1,"[""https://twitter.com/BlockSecTeam/status/1541070850505723905"", ""https://twitter.com/XCarnival_Lab/status/1541226298399653888"", ""https://twitter.com/peckshield/status/1541047171453034501""]",[],,exact_contract_basename,True,True,,,2022-06-26,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-bf6bdd3510f2428b0575.json,8ee7ae06c8bc67e1c4b7ebb8b6b4158a81d045a8f25e8cf42b12a41f12874860,cases/ca2-bf6bdd3510f2428b0575.json,8bcad8462b6fcdc25a4304d2a914328b6a6118257541b90276091b0fdbd490f4,,,,,,,,,,,,ca2-bf6bdd3510f2428b0575,cases/ca2-bf6bdd3510f2428b0575.json,8bcad8462b6fcdc25a4304d2a914328b6a6118257541b90276091b0fdbd490f4,2022-06-05T12:43:53Z,2022-06-06T12:43:57Z,20478,,,1:0x39360ac1239a0b98cb8076d4135d0f72b7fd9909,44dc59efe4b20bba5d9ab0de0a680ac713e0e2c456b3fbe71f1af0eea863c4e9,,,,,f404fdda44db1c3f2f76a513a090d1431231c6392e7271c239bc98b53af14e5c,50e5699ee826e85d7e00de5123094ec764f5abe19197a9c71b655eda5a166338,480f479119c0caa546b689e45a3592977e4e26fdffd54f6d630e354b3a95eab5,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
novo,defihacklabs,bsc,18225002,0x6fb2020c236bbd5a7ddeb07e14c9298642253333,,ca2-441ed1a86d9edadc1707,2022-05-29,NOVO Protocol,Flashloan & Price Oracle Manipulation,src/test/2022-05/Novo_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,80dbdee6522539fe7f9968d8aa1115f0501afebf84304c7d09a8cf60a4c01058,"[""https://bscscan.com/address/0xa0787daad6062349f63b7c228cbfd5d8a3db08f1#code"", ""https://bscscan.com/tx/0xc346adf14e5082e6df5aeae650f3d7f606d7e08247c2b856510766b4dfcdc57f"", ""https://www.panewslab.com/zh_hk/articledetails/f40t9xb4.html""]","[""0xc346adf14e5082e6df5aeae650f3d7f606d7e08247c2b856510766b4dfcdc57f""]",,exact_contract_basename,True,True,,,2022-05-29,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-441ed1a86d9edadc1707.json,500d10623fb10eefaea00e64c7a9375f42be6253b1ff9f00c139659a5fec593e,cases/ca2-441ed1a86d9edadc1707.json,0eacbc5200b7896a4c8ee435752e668128c69c67d03583bc9c5b634a65980fdc,,,,,,,,,,,,ca2-441ed1a86d9edadc1707,cases/ca2-441ed1a86d9edadc1707.json,0eacbc5200b7896a4c8ee435752e668128c69c67d03583bc9c5b634a65980fdc,2022-01-14T15:05:57Z,2022-01-15T15:05:57Z,2092,EIP1967_PROXY,,56:0x6fb2020c236bbd5a7ddeb07e14c9298642253333,52901eec4ede39ff43e13faae9e75857e966e7c8f49940408ac2c2235791e335,eip1967:0xd8cd8896d333acac3a0c155ccdb630660b4d03d3,,,,ee9eaadb00c76e6535c5a4c9fed72e4a728e15715de458a98a6dc4392dbd5397,46f8e6b4388b3b854b98fa370f9fac515b047baca2904e650ac9993d7de711dd,c66a2d5d26900a601dad771762145997b4a671215178091b4c4093ce576e87e4,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,VERIFIED_STANDARD_PROXY,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
