path,phase,required,owner,status,revision,sha256,consumes,evidence_ids,confidentiality,produced_by,verified_by,verification_id,updated_at,notes
01-novelty/candidate-portfolio.md,NOVELTY_AUDIT,true,root-integration-owner,STALE,5,24cd1d665f06f695b44bea4c90e3b39b6e8a86cea1ba28b5ed92633875070d04,01-novelty/novelty-matrix.csv|01-novelty/causal-model.mmd,"C001,PA008,PA010,PA011,PA012,PA013,PA014,PA015,PA016,PA022,PA026,PA027,PA031,PA032,PA033,PA034,PA035",UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
02-feasibility/feasibility-report.md,FEASIBILITY_GATE,true,root-integration-owner,STALE,7,0d607d5bb182d0a4f8096c15df57fc004d16b27521b7be756d87c1a37c73ada5,01-novelty/novelty-matrix.csv|01-novelty/candidate-portfolio.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
02-feasibility/risk-register.csv,FEASIBILITY_GATE,true,root-integration-owner,STALE,7,e21a03e8049bbe379d34209534fa7b9675e09c3801b90b3f505c4761e7992928,02-feasibility/feasibility-report.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
02-feasibility/progression-criteria.csv,FEASIBILITY_GATE,true,chronosaudit_feasibility_science,STALE,7,781765af65733f7f30653cda792c9e750009f6ea5af19a3496b0e3000c5dfc04,02-feasibility/feasibility-report.md|02-feasibility/risk-register.csv,FEAS-PILOT-C2,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
02-feasibility/pilot-plan.md,FEASIBILITY_GATE,false,root-integration-owner,STALE,8,fecfc4e9197ad09c3b4a934aaf665f540a554af8c1b939e0b4b528023656dbbe,02-feasibility/feasibility-report.md|02-feasibility/progression-criteria.csv,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
02-feasibility/pilot-results.md,FEASIBILITY_GATE,false,root-integration-owner,STALE,7,05d80ac666f706ea26611edc6ecf193bfc23882ab127a006aae78f1943d7ce41,02-feasibility/pilot-plan.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
03-design/protocol.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,02-feasibility/feasibility-report.md|02-feasibility/progression-criteria.csv,,UNRESOLVED,,,,,
03-design/analysis-plan.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,03-design/protocol.md,,UNRESOLVED,,,,,
03-design/power-or-precision.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/analysis-plan.md,,UNRESOLVED,,,,,
03-design/preregistration-and-deviations.md,STUDY_DESIGN,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/analysis-plan.md,,UNRESOLVED,,,,,
04-data/provenance-manifest.csv,AUTHORIZED_EXECUTION,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/preregistration-and-deviations.md,,UNRESOLVED,,,,,
05-analysis/results/exploratory-findings.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv,,UNRESOLVED,,,,,
05-analysis/results/primary-results.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv|03-design/analysis-plan.md,,UNRESOLVED,,,,,
05-analysis/results/robustness-and-boundaries.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,
05-analysis/results/negative-findings.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,
05-analysis/external-validation/protocol.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,
05-analysis/external-validation/results.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/external-validation/protocol.md|04-data/provenance-manifest.csv,,UNRESOLVED,,,,,
05-analysis/external-validation/real-world-validation-report.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/external-validation/results.csv|05-analysis/results/robustness-and-boundaries.csv,,UNRESOLVED,,,,,
05-analysis/external-validation/challenge.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,05-analysis/external-validation/real-world-validation-report.md,,UNRESOLVED,,,,,
05-analysis/reproducibility-report.md,ANALYSIS,true,UNASSIGNED,MISSING,0,,03-design/analysis-plan.md|04-data/provenance-manifest.csv|05-analysis/results/exploratory-findings.csv|05-analysis/results/primary-results.csv|05-analysis/external-validation/challenge.md,,UNRESOLVED,,,,,
06-visuals/tables/t2-proposed-vs-baselines.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,01-novelty/novelty-matrix.csv|05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,
06-visuals/tables/t3-data-or-conditions.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv,,UNRESOLVED,,,,,
06-visuals/tables/t5-ablation-or-mechanism.csv,ANALYSIS,false,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,
06-visuals/tables/t7-real-world-feasibility.csv,ANALYSIS,true,UNASSIGNED,MISSING,0,,02-feasibility/feasibility-report.md|05-analysis/results/primary-results.csv|05-analysis/external-validation/real-world-validation-report.md,,UNRESOLVED,,,,,
06-visuals/visual-ledger.csv,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,
06-visuals/figures/figure-manifest.csv,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,05-analysis/results/primary-results.csv|06-visuals/visual-ledger.csv,,UNRESOLVED,,,,,
06-visuals/diagrams/architecture.mmd,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/causal-model.mmd|03-design/protocol.md,,UNRESOLVED,,,,,
06-visuals/diagrams/workflow.mmd,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|04-data/provenance-manifest.csv,,UNRESOLVED,,,,,
06-visuals/schematics/conceptual-schematic-source.md,MANUSCRIPT,false,UNASSIGNED,MISSING,0,,01-novelty/causal-model.mmd,,UNRESOLVED,,,,,
06-visuals/images/image-provenance.csv,MANUSCRIPT,false,UNASSIGNED,MISSING,0,,06-visuals/visual-ledger.csv,,UNRESOLVED,,,,,
07-manuscript/manuscript.md,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/novelty-matrix.csv|03-design/protocol.md|05-analysis/results/primary-results.csv,,UNRESOLVED,,,,,
07-manuscript/claim-evidence-matrix.csv,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/evidence-ledger.csv|05-analysis/results/primary-results.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,
07-manuscript/source-manifest.json,MANUSCRIPT,true,UNASSIGNED,MISSING,0,,01-novelty/evidence-ledger.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,
08-validation/reviews/editor.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|07-manuscript/claim-evidence-matrix.csv,,UNRESOLVED,,,,,
08-validation/reviews/novelty-domain.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,01-novelty/novelty-matrix.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,
08-validation/reviews/methods-statistics.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,03-design/protocol.md|03-design/analysis-plan.md|05-analysis/results/primary-results.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,
08-validation/reviews/real-world-ethics.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,02-feasibility/feasibility-report.md|06-visuals/tables/t7-real-world-feasibility.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,
08-validation/reviews/visual-reproducibility.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv|06-visuals/visual-ledger.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,
08-validation/reviews/clarity-coherence.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|06-visuals/visual-ledger.csv,,UNRESOLVED,,,,,
08-validation/killer-question-ledger.csv,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,08-validation/reviews/editor.md|08-validation/reviews/novelty-domain.md|08-validation/reviews/methods-statistics.md|08-validation/reviews/real-world-ethics.md|08-validation/reviews/visual-reproducibility.md|08-validation/reviews/clarity-coherence.md,,UNRESOLVED,,,,,
08-validation/remediation-log.csv,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,08-validation/killer-question-ledger.csv,,UNRESOLVED,,,,,
09-submission/venue-rules.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md,,UNRESOLVED,,,,,
09-submission/reporting-checklist.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,09-submission/venue-rules.md|07-manuscript/manuscript.md,,UNRESOLVED,,,,,
09-submission/submission-audit.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,09-submission/venue-rules.md|09-submission/reporting-checklist.md|08-validation/remediation-log.csv,,UNRESOLVED,,,,,
09-submission/human-approval.md,HUMAN_APPROVAL,true,UNASSIGNED,MISSING,0,,09-submission/submission-audit.md,,UNRESOLVED,,,,,
01-novelty/novelty-claim-specification.md,NOVELTY_AUDIT,true,root-integration-owner,STALE,2,cf8d0108445c57b406421d7fd593f76f2259b43efc81a3e2c2b6a2741a21bdc6,01-novelty/problem-investigation.md,C001,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
01-novelty/search-coverage.csv,NOVELTY_AUDIT,true,root-integration-owner,STALE,4,b3023e7727606fa15a397e1e41179bc27857fc70cd21084432951bd9f0bc0d20,01-novelty/novelty-claim-specification.md|01-novelty/search-protocol.md,"C001,PA001-PA040",UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
01-novelty/independent-search-challenge.md,NOVELTY_AUDIT,true,/root/chronosaudit_attempt5_packet_adjudicator,STALE,1,f121d072fcb9993ee5f6d6e44a06e4f149a4236f183c7c3225889a6a4ed31c79,01-novelty/novelty-claim-specification.md|01-novelty/search-coverage.csv|01-novelty/evidence-ledger.csv,"C001,PA001-PA040",UNRESOLVED,/root/chronosaudit_attempt5_packet_adjudicator,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
02-feasibility/solution-viability-case.md,FEASIBILITY_GATE,true,root-integration-owner,STALE,3,50b4a61213d114aef15b7c3aafea0ac8d38d47bbb8e4fe014736f5b4d61dab27,01-novelty/novelty-matrix.csv|01-novelty/candidate-portfolio.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
02-feasibility/evidence-maturity-ladder.csv,FEASIBILITY_GATE,true,root-integration-owner,STALE,3,473ddac9a100d1550ddd1f1602fc2c32073a0069b9c226ad3bd4a77b0ba9b440,02-feasibility/solution-viability-case.md,FEAS-PILOT-C3,UNRESOLVED,root-integration-owner,,,2026-08-01T20:17:01Z,"Invalidated: NOVELTY_UNRESOLVED: Attempt-5 schema-v2 assurance cannot support progression. Two delegated discovery attempts failed with preserved recovery evidence; the successful specialist independently adjudicated only a root-authored six-query packet and explicitly could not certify independent search ownership. PA036-PA040 are verified new nonmaterial predecessors, and no equivalent joint protocol was found, so C001-JOINT remains POTENTIALLY_DIFFERENTIATING only as a bounded hypothesis. Historical screening counts and query attribution remain unreconstructable; citation-chain saturation, correction/retraction/contradictory-evidence search, patent-family, proprietary, subscription-index, and non-English coverage remain incomplete."
04-data/evidence-status.csv,AUTHORIZED_EXECUTION,true,UNASSIGNED,MISSING,0,,04-data/provenance-manifest.csv|03-design/protocol.md,,UNRESOLVED,,,,,Future-phase artifact added by schema-v2 assurance migration.
08-validation/postdoctoral-standards-audit.md,ADVERSARIAL_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|07-manuscript/claim-evidence-matrix.csv|06-visuals/visual-ledger.csv|08-validation/reviews/editor.md|08-validation/reviews/methods-statistics.md,,UNRESOLVED,,,,,Future-phase artifact added by schema-v2 assurance migration.
09-submission/venue-portfolio.csv,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,07-manuscript/manuscript.md|08-validation/killer-question-ledger.csv,,UNRESOLVED,,,,,Future-phase artifact added by schema-v2 assurance migration.
09-submission/novelty-refresh.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,01-novelty/search-protocol.md|01-novelty/search-coverage.csv|01-novelty/novelty-matrix.csv|07-manuscript/manuscript.md,,UNRESOLVED,,,,,Future-phase artifact added by schema-v2 assurance migration.
09-submission/acceptance-readiness.md,SUBMISSION_QA,true,UNASSIGNED,MISSING,0,,09-submission/venue-portfolio.csv|09-submission/venue-rules.md|09-submission/submission-audit.md|09-submission/novelty-refresh.md|08-validation/postdoctoral-standards-audit.md,,UNRESOLVED,,,,,Future-phase artifact added by schema-v2 assurance migration; cannot predict acceptance without target-matched evidence.
09-submission/acceptance-forecast.csv,SUBMISSION_QA,false,UNASSIGNED,MISSING,0,,09-submission/venue-portfolio.csv|09-submission/acceptance-readiness.md,,UNRESOLVED,,,,,Optional future-phase artifact added by schema-v2 assurance migration; guarantees are prohibited.
